rootId:ID,root,transliteration,:LABEL,descriptionTr,descriptionEn,translationTr,translationEn
1365,"فوج","fwj","Root","to become fat/bulky/corpulent/large. naqatun fai'jun - a fat and bulky she camel. faujun - collection of persons, party/troop/company/group/crowd/band/army, people to who fallow a leader, host.","","topluluk","a group"
1366,"جمد","jmd","Root","To congeal/freeze/become solid, to become dry, to be fixed or stationary, incapable of growth, lifeless or dead, to be stagnant, to be niggardly, possess little good, to be stupid or inert.","","cansız","firmly fixed"
1367,"تقن","tqn","Root","To fatten (a land by watering it with muddy water).","","gayet iyi yapan","perfected"
1368,"كبب","kbb","Root","To invert, overthrow, throw one with the face to the ground, throw face downwards, prostrate anyone on (the face), he prostrated him, he bent his head towards the ground, to fall down, turn a thing upside down, cut or wound, set about doing a thing, to keep or adhere to a thing, to contract into a compact mass, to wrap up, press together, to turn over one part upon another.","","yıkılır","fallen"
1369,"وكز","wkz","Root","to strike with a fist, drive back.","","bir yumruk indirdi","so Musa struck him with his fist"
1370,"ذود","pwd","Root","","","sudan meneden","keeping back"
1371,"جذو","jpw","Root","Stand firmly, remain firm upon a thing, stick or cling to a thing, stand on the extremeties of one's toes, to be erect or straight, raised and extended, to lift a thing.","","bir kor (getiririm)","a burning wood"
1372,"شطا","$TA","Root","to bring out the stalk (of a plant), sprout forth, walk on the bank of a river or valley. shat'un - the stalk of a plant. shaati'un (pl. shawaatiun) - branch of or shoot of a river or valley.","","kıyısı-","its shoot"
1373,"بقع","bqE","Root","black&white, sprinkling water/liquid so that some parts are made wet, calamity/misfortune, assailed with foul/bad speech/language/slander, going away quickly or running/ran, color changing due to sorrow or grief, discoloration or mixture of colors, anything bad, evil, mischievous, ill omened.","","yerdeki","the place even"
1374,"فصح","fSH","Root","to use good clear language, be eloquent.","","daha fasihtir (güzel konuşur)","(is) more eloquent"
1375,"ردا","rdA","Root","to strengthen, prop or stay a wall, take care cleverly, assist/help/support.","","bir yardımcı olarak","(as) a helper"
1376,"قبح","qbH","Root","to abhor/disapprove, render ugly, be ugly/hideous/foul/abominable. maqbuhun - abhorred, rendered loathsome, hateful, shameful, deprived of all good, removed or driven from good, bereft.","","çirkinleştirilenler-","the despised"
1377,"سرمد","srmd","Root","","","sürekli","continuous"
1378,"نوا","nwA","Root","to weigh down, get up with hardship/difficulty, rise painfully, fall down from fatigue, grove under the burden.","","ağır geliyordu","would burden"
1379,"عنكب","Enkb","Root","ill conformed","","örümcek","the spider"
1380,"خطط","xTT","Root","Make a line (or a mark) upon the ground, write or register (such as one's sins being written or registered against him), prohibit a thing or take it for oneself, to cut or cleave a thing, make a slight track/path/road in plain or smooth or soft ground, be in a state/condition of abasement or ignominy.","","onu yazmıyordun","(did) you write it"
1381,"روض","rwD","Root","to exercise, break (in a colt), train, bore. aradza - to quench one's thirst. rawdah - watery meadow, luxuriant garden.","","bir bahçe","a Garden"
1382,"مسو","msw","Root","To arrive/come/enter in the evening, Afternoon [counted from noon to sunset] (or noon to midnight), evening, after sunset, I came to him in the evening, He came to him in the evening with such a thing.","","akşama girdiğiniz","you reach the evening"
1383,"صعر","SEr","Root","to turn (the face), have (the face) distorted. sa'ara (vb. 2) - to make wry face.","","çevirne","turn"
1384,"خدد","xdd","Root","To furrow/trench/clave, to mark or impress, to contract/shrink/wrinkle, to oppose, divide into distinct parties, to rank or class.","","yüzünü","your cheek"
1385,"سبغ","sbg","Root","","","geniş zırhlar","full coats of mail"
1386,"ختر","xtr","Root","Be agitated by a tendency to vomit (the soul or stomach) and thus be in a corrupt or disordered state, act or behave towards another with treachery/perfidy/unfaithfulness (or with deceit, guile or circumvention), behave towards one in a bad or corrupt manner, corrupt or disorder one's soul or stomach and render him relaxed (said of wine or beverage), to be languid and relaxed/heavy/sluggish/fevered, languid in body in consequence of disease.","","gaddarlardan","traitor"
1387,"مهن","mhn","Root","To use a thing for service or work, hold a thing in mean estimation, to be contemptible or abject, to be weak, have little judgement and discrimination.","","âdi","despised"
1388,"جفو","jfw","Root","To be restless or uneasy, to not cleave or keep to a place or thing, become withdrawn or removed from a place or thing, recoil or shrink or be averse from something, to be thick or coarse or rough, thick/gross/rude of make/nature/disposition, to be or become burdensome/heavy/onerous/oppressive, avoid or turn away from someone, shun or drive someone away, withdraw or move to a far distance from someone, do evil to someone, do a thing to someone that which he hates or displeases or vexes him, to fatigue someone driving him vehemently without food or rest, turn from side to side, treat or behave towards someone harshly or uncivilly.","","uzaklaşır","Forsake"
1389,"جوف","jwf","Root","Wide and hollow within, empty/vacant/void, spacious or ample, shut or close a thing.","","(göğüs) boşluğunda","his interior"
1390,"حنجر","Hnjr","Root","To slaughter by cutting the throat. hanjarah - throat, windpipe, passage of breathing, head of the windpipe, whole of the larynx.","","gırtlaklara","the throats"
1391,"عوق","Ewq","Root","to keep back, delay, hinder/prevent/restrain/impede. name of an idol worshipped before the Flood pertaining to the people of Noah, and then by the Pagan Arabs. It was in the shape of a horse. Banu Hamadan were its worshippers, or pertained to the tribe of Kin'aneh or to Mur'ad.","","alıkoyanları","those who hinder"
1392,"سلق","slq","Root","","","sizi incitirler","they smite you"
1393,"نحب","nHb","Root","to weep/cry/wail, vow, travel at a quick pace.","","adağını","his vow"
1394,"صيص","SyS","Root","to protect/defend/preserve/guard, keep safe. siisah - fortress, cocks spur, horn, anything that is used for protection and safety/defence/preservation.","","kaleleri-","their fortresses"
1395,"وطر","wTr","Root","a thing necessary to be done, want, object, aim in view, need.","","ilişiğini","necessary (formalities)"
1396,"مزق","mzq","Root","To scatter or disperse, mangle/rent much/dissunder, shatter/disorganize/dissipate, to mar or impair, tear or cut much, to slit a thing.","","dağılıp","dispersion"
1397,"سرد","srd","Root","","","dokumasını","the links (of armor)"
1398,"جفن","jfn","Root","To prepare a bowl of food, eyelid [both upper and lower], case or receptacle [such as scabbard or sheath of a sword], a kind of bowl [a receptacle for food], a wine.","","ve leğenler(den)","and bowls"
1399,"عرم","Erm","Root","to strip meat off from a bone, gnaw (a bone), treat harshly, be ill-natured. arima - hard, wicked. arimatun - dam, vehement or violent rain, flood, mound (for banking in a body of water).","","Arim","(of) the dam"
1400,"خمط","xmT","Root","Disagreeable in taste, choking (applied to a fruit), to be bitter, acidic; a bitter plant.","","buruk","bitter"
1401,"اثل","Avl","Root","to take root, be firmly rooted, walk at a quick pace.","","ve acı meyvalı","and tamarisks"
1402,"سدر","sdr","Root","","","Sidre'yi","lote trees"
1403,"نوش","nw$","Root","to take, receive, seize, attain.","","elde etmeleri","(will be) the receiving"
1404,"قطمر","qTmr","Root","husk of a date-stone, thin skin which envelopes a date-stone, integument of a date-stone.","","bir çekirdek zarı-","(as much as) the membrane of a date-seed"
1405,"لغب","lgb","Root","To be fatigued, weary, weak, tired, spoiled/marred.","","bir usanç","fatigue"
1406,"قمح","qmH","Root","to raise the head and refuse to drink (a camel). muqmahun (vb. 4) - one whose head is forced up so that he cannot see, stiff-necked, proud.","","kafaları kalkıktır","(are with) heads raised up"
1407,"عرجن","Erjn","Root","to strike with a stick, imprint and stamp with a fig or date-stalk. urjun - dry date-stalk, branch or bough of a tree.","","hurma sapına benzer","like the date stalk"
1408,"جدث","jdv","Root","Make for oneself a grave or sepulchre; a grave or sepulchre.","","kabirler-","the graves"
1409,"شغل","$gl","Root","meşgul etmek, tutmak, shughlun - meslek, iş, istihdam","","bizi alıkoydu","Kept us busy"
1410,"مسخ","msx","Root","To transform or metamorph a thing, change or alter a thing, tasteless or insipid, to wound or render an animal lean, to be dissolved, to deform, render a thing ugly in make or form, to make a bow or bows.","","değiştirip dondururduk","surely, We (would have) transformed them"
1411,"رمم","rmm","Root","to be decayed, become rotten and worn out (bone), like ashes.","","çürümüş","(are) decomposed"
1412,"زجر","zjr","Root","To prohibit, drive away, interdict, chide away, cry out, scare away, rebuke, deter, discourage, repel, restrain, chide by a cry, by voice, or by reproof, check him, restrained him, or forbade him, with rough speech: or prevented, hindered, restrained, or withheld, him: or forbade, or prohibited, him [by any kind of cry or speech].","","bağırıp","strongly"
1413,"ثقب","vqb","Root","a hole, to pass through (a hole), bore/perforate/pierce/puncture, intense (surge), burn/blaze/flame brightly (e.g. as if to pierce through the night), ascend/reach, penetrate, struck/kindle fire, fuel for fire, a man very red, brilliant (can be applied to knowledge), a drill (instrument which perforates).","","delici","piercing"
1414,"لزب","lzb","Root","","","yapışkan","sticky"
1415,"كاس","kAs","Root","drinking-cup when there is in it something to drink. Sometimes it can refer to the drink itself, e.g. wine. Sometimes used to signify every kind of disagreeable/hateful/evil thing.","","kadehten","a cup"
1416,"لذذ","lpp","Root","To be sweet (or savoury), delicious, delightful, pleasant, gratifying the senses, find agreeable, take pleasure/delight/enjoyment in.","","lezzetli","delicious"
1417,"غول","gwl","Root","to destroy/perish, take someone unexpectedly or unaware; death or decree of death; cast away, cause to fall; a place which roads or ways are unapparent so it causes people to go astray; hastening; become altered in state or appearance; dubious, confused; far extent, extremities; distress, trouble, molestation; unfaithfulness; a kind of jinn or demon that destroys men; bad or corrupt conduct, evil, mischief","","sersemletme","(is) bad effect"
